AdvisoryNumber,Date,Lat,Long,Wind,Pres,Movement,stormtypeName,Name,Received,Forecaster
9,"1972-09-07 00:00:00",29.2,-74.4,65,0,"55 at 19mph","Tropical Storm",Daw,"1972-09-07 00:00:00",Unknown
10,"1972-09-07 06:00:00",30.2,-72.8,65,1000,"55 at 19mph","Tropical Storm",Daw,"1972-09-07 06:00:00",Unknown
11,"1972-09-07 12:00:00",32,-71.2,70,0,"35 at 25mph","Tropical Storm",Daw,"1972-09-07 12:00:00",Unknown
12,"1972-09-07 18:00:00",33.8,-70.4,75,0,"20 at 21mph",Hurricane,Daw,"1972-09-07 18:00:00",Unknown
17,"1972-09-09 00:00:00",36.1,-74.2,70,1000,"230 at 8mph","Tropical Storm",Daw,"1972-09-09 00:00:00",Unknown
18,"1972-09-09 06:00:00",35.6,-74.5,60,0,"205 at 5mph","Tropical Storm",Daw,"1972-09-09 06:00:00",Unknown
19,"1972-09-09 12:00:00",35,-74.2,50,1000,"160 at 6mph","Tropical Storm",Daw,"1972-09-09 12:00:00",Unknown
20,"1972-09-09 18:00:00",34.8,-73.9,50,0,"130 at 3mph","Tropical Storm",Daw,"1972-09-09 18:00:00",Unknown
21,"1972-09-10 00:00:00",34.1,-73,50,0,"135 at 11mph","Tropical Storm",Daw,"1972-09-10 00:00:00",Unknown
22,"1972-09-10 06:00:00",33.4,-72.2,50,0,"135 at 10mph","Tropical Storm",Daw,"1972-09-10 06:00:00",Unknown
23,"1972-09-10 12:00:00",32.9,-71.9,50,0,"155 at 5mph","Tropical Storm",Daw,"1972-09-10 12:00:00",Unknown
24,"1972-09-10 18:00:00",32,-71.8,50,0,"175 at 10mph","Tropical Storm",Daw,"1972-09-10 18:00:00",Unknown
25,"1972-09-11 00:00:00",31.2,-72.1,50,0,"200 at 9mph","Tropical Storm",Daw,"1972-09-11 00:00:00",Unknown
26,"1972-09-11 06:00:00",30.7,-73.1,45,1000,"240 at 10mph","Tropical Storm",Daw,"1972-09-11 06:00:00",Unknown
27,"1972-09-11 12:00:00",30.2,-74.1,45,0,"240 at 10mph","Tropical Storm",Daw,"1972-09-11 12:00:00",Unknown
28,"1972-09-11 18:00:00",30.1,-75.1,45,0,"265 at 9mph","Tropical Storm",Daw,"1972-09-11 18:00:00",Unknown
29,"1972-09-12 00:00:00",30.1,-76.2,45,0,"270 at 10mph","Tropical Storm",Daw,"1972-09-12 00:00:00",Unknown
30,"1972-09-12 06:00:00",30.2,-77.1,40,1000,"275 at 8mph","Tropical Storm",Daw,"1972-09-12 06:00:00",Unknown
31,"1972-09-12 12:00:00",30.7,-78,40,0,"305 at 10mph","Tropical Storm",Daw,"1972-09-12 12:00:00",Unknown
32,"1972-09-12 18:00:00",31,-78.8,35,0,"295 at 8mph","Tropical Depression",Daw,"1972-09-12 18:00:00",Unknown
33,"1972-09-13 00:00:00",30.8,-79.7,35,0,"255 at 8mph","Tropical Depression",Daw,"1972-09-13 00:00:00",Unknown
34,"1972-09-13 06:00:00",30.8,-80.6,35,0,"270 at 8mph","Tropical Depression",Daw,"1972-09-13 06:00:00",Unknown
35,"1972-09-13 12:00:00",31.1,-81,35,0,"310 at 4mph","Tropical Depression",Daw,"1972-09-13 12:00:00",Unknown
36,"1972-09-13 18:00:00",31.7,-81,35,0,"0 at 6mph","Tropical Depression",Daw,"1972-09-13 18:00:00",Unknown
37,"1972-09-14 00:00:00",31.9,-80.6,35,0,"60 at 3mph","Tropical Depression",Daw,"1972-09-14 00:00:00",Unknown
38,"1972-09-14 06:00:00",32.4,-80,35,0,"45 at 8mph","Tropical Depression",Daw,"1972-09-14 06:00:00",Unknown
39,"1972-09-14 12:00:00",32.8,-79.5,35,0,"45 at 5mph","Tropical Depression",Daw,"1972-09-14 12:00:00",Unknown
1,"1973-09-01 18:00:00",20.5,-86.5,35,1000,"0 at 0mph","Tropical Depression",Delia,"1973-09-01 18:00:00",Unknown
2,"1973-09-02 00:00:00",21.3,-86.8,35,0,"340 at 9mph","Tropical Depression",Delia,"1973-09-02 00:00:00",Unknown
3,"1973-09-02 06:00:00",21.9,-87,35,0,"345 at 6mph","Tropical Depression",Delia,"1973-09-02 06:00:00",Unknown
4,"1973-09-02 12:00:00",22.5,-87.1,35,0,"350 at 6mph","Tropical Depression",Delia,"1973-09-02 12:00:00",Unknown
5,"1973-09-02 18:00:00",23.1,-87.4,35,0,"335 at 6mph","Tropical Depression",Delia,"1973-09-02 18:00:00",Unknown
6,"1973-09-03 00:00:00",24,-88,45,1000,"330 at 11mph","Tropical Storm",Delia,"1973-09-03 00:00:00",Unknown
7,"1973-09-03 06:00:00",25,-88.9,60,0,"320 at 13mph","Tropical Storm",Delia,"1973-09-03 06:00:00",Unknown
8,"1973-09-03 12:00:00",25.9,-89.9,70,997,"315 at 13mph","Tropical Storm",Delia,"1973-09-03 12:00:00",Unknown
9,"1973-09-03 18:00:00",26.5,-91,70,994,"300 at 12mph","Tropical Storm",Delia,"1973-09-03 18:00:00",Unknown
10,"1973-09-04 00:00:00",27,-92.4,70,0,"290 at 14mph","Tropical Storm",Delia,"1973-09-04 00:00:00",Unknown
11,"1973-09-04 06:00:00",26.9,-93,70,0,"260 at 5mph","Tropical Storm",Delia,"1973-09-04 06:00:00",Unknown
12,"1973-09-04 12:00:00",27.5,-93.1,70,993,"350 at 6mph","Tropical Storm",Delia,"1973-09-04 12:00:00",Unknown
13,"1973-09-04 18:00:00",28.4,-94,70,986,"320 at 13mph","Tropical Storm",Delia,"1973-09-04 18:00:00",Unknown
14,"1973-09-05 00:00:00",29,-94.9,65,0,"305 at 10mph","Tropical Storm",Delia,"1973-09-05 00:00:00",Unknown
15,"1973-09-05 06:00:00",28.9,-95.8,60,0,"265 at 8mph","Tropical Storm",Delia,"1973-09-05 06:00:00",Unknown
16,"1973-09-05 12:00:00",28.1,-96,50,988,"190 at 9mph","Tropical Storm",Delia,"1973-09-05 12:00:00",Unknown
17,"1973-09-05 18:00:00",28,-95.5,45,0,"105 at 4mph","Tropical Storm",Delia,"1973-09-05 18:00:00",Unknown
18,"1973-09-06 00:00:00",28,-95.2,50,0,"90 at 2mph","Tropical Storm",Delia,"1973-09-06 00:00:00",Unknown
19,"1973-09-06 06:00:00",29,-95.6,45,0,"340 at 11mph","Tropical Storm",Delia,"1973-09-06 06:00:00",Unknown
20,"1973-09-06 12:00:00",29.8,-96.3,40,0,"325 at 11mph","Tropical Storm",Delia,"1973-09-06 12:00:00",Unknown
21,"1973-09-06 18:00:00",30.3,-98.1,35,0,"290 at 18mph","Tropical Depression",Delia,"1973-09-06 18:00:00",Unknown
22,"1973-09-07 00:00:00",30.2,-100.2,35,0,"265 at 20mph","Tropical Depression",Delia,"1973-09-07 00:00:00",Unknown
23,"1973-09-07 06:00:00",29.2,-101.7,35,0,"230 at 18mph","Tropical Depression",Delia,"1973-09-07 06:00:00",Unknown
1,"1974-08-26 12:00:00",27,-69,30,0,"0 at 0mph","Tropical Depression",Becky,"1974-08-26 12:00:00",Unknown
2,"1974-08-26 18:00:00",27.4,-69.3,35,0,"325 at 4mph","Tropical Depression",Becky,"1974-08-26 18:00:00",Unknown
3,"1974-08-27 00:00:00",28,-69.5,35,0,"345 at 6mph","Tropical Depression",Becky,"1974-08-27 00:00:00",Unknown
4,"1974-08-27 06:00:00",29,-69.7,35,0,"350 at 11mph","Tropical Depression",Becky,"1974-08-27 06:00:00",Unknown
5,"1974-08-27 12:00:00",30,-69.8,35,0,"355 at 11mph","Tropical Depression",Becky,"1974-08-27 12:00:00",Unknown
6,"1974-08-27 18:00:00",30.8,-69.8,35,0,"0 at 8mph","Tropical Depression",Becky,"1974-08-27 18:00:00",Unknown
7,"1974-08-28 00:00:00",31.5,-69.5,35,1000,"20 at 8mph","Tropical Depression",Becky,"1974-08-28 00:00:00",Unknown
8,"1974-08-28 06:00:00",32.1,-69,40,0,"35 at 8mph","Tropical Storm",Becky,"1974-08-28 06:00:00",Unknown
9,"1974-08-28 12:00:00",32.7,-68.5,60,1000,"35 at 8mph","Tropical Storm",Becky,"1974-08-28 12:00:00",Unknown
10,"1974-08-28 18:00:00",33.7,-67.8,75,1000,"30 at 12mph","Tropical Storm",Becky,"1974-08-28 18:00:00",Unknown
11,"1974-08-29 00:00:00",34.5,-67.2,75,992,"30 at 10mph",Hurricane,Becky,"1974-08-29 00:00:00",Unknown
12,"1974-08-29 06:00:00",35.3,-66.1,90,0,"50 at 13mph",Hurricane,Becky,"1974-08-29 06:00:00",Unknown
13,"1974-08-29 12:00:00",36,-65,100,987,"50 at 12mph",Hurricane,Becky,"1974-08-29 12:00:00",Unknown
14,"1974-08-29 18:00:00",36.5,-63.9,105,0,"60 at 11mph",Hurricane,Becky,"1974-08-29 18:00:00",Unknown
15,"1974-08-30 00:00:00",37,-62.8,110,0,"60 at 11mph",Hurricane,Becky,"1974-08-30 00:00:00",Unknown
16,"1974-08-30 06:00:00",37.3,-61.8,115,0,"70 at 9mph",Hurricane,Becky,"1974-08-30 06:00:00",Unknown
17,"1974-08-30 12:00:00",38,-61,115,977,"40 at 10mph",Hurricane,Becky,"1974-08-30 12:00:00",Unknown
18,"1974-08-30 18:00:00",38.5,-60.2,115,0,"50 at 9mph",Hurricane,Becky,"1974-08-30 18:00:00",Unknown
19,"1974-08-31 00:00:00",39.3,-59.2,115,0,"45 at 12mph",Hurricane,Becky,"1974-08-31 00:00:00",Unknown
20,"1974-08-31 06:00:00",40,-58,115,0,"55 at 12mph",Hurricane,Becky,"1974-08-31 06:00:00",Unknown
21,"1974-08-31 12:00:00",40.3,-56,115,0,"80 at 17mph",Hurricane,Becky,"1974-08-31 12:00:00",Unknown
22,"1974-08-31 18:00:00",41,-54.5,110,0,"60 at 14mph",Hurricane,Becky,"1974-08-31 18:00:00",Unknown
23,"1974-09-01 00:00:00",41.7,-52.7,105,0,"65 at 17mph",Hurricane,Becky,"1974-09-01 00:00:00",Unknown
24,"1974-09-01 06:00:00",42.1,-50.4,100,0,"75 at 19mph",Hurricane,Becky,"1974-09-01 06:00:00",Unknown
25,"1974-09-01 12:00:00",42.7,-47.8,90,0,"75 at 23mph",Hurricane,Becky,"1974-09-01 12:00:00",Unknown
26,"1974-09-01 18:00:00",43,-44.5,80,0,"85 at 27mph",Hurricane,Becky,"1974-09-01 18:00:00",Unknown
27,"1974-09-02 00:00:00",43.1,-40.8,70,0,"90 at 31mph","Tropical Storm",Becky,"1974-09-02 00:00:00",Unknown
28,"1974-09-02 06:00:00",43,-36,45,0,"90 at 40mph","Tropical Storm",Becky,"1974-09-02 06:00:00",Unknown
1,"1975-09-13 06:00:00",17.5,-54.1,30,0,"0 at 0mph","Tropical Depression",Eloise,"1975-09-13 06:00:00",Unknown
2,"1975-09-13 12:00:00",17.6,-55.2,30,1000,"275 at 11mph","Tropical Depression",Eloise,"1975-09-13 12:00:00",Unknown
3,"1975-09-13 18:00:00",17.7,-56.3,30,1000,"275 at 11mph","Tropical Depression",Eloise,"1975-09-13 18:00:00",Unknown
4,"1975-09-14 00:00:00",17.8,-57.3,30,1000,"275 at 10mph","Tropical Depression",Eloise,"1975-09-14 00:00:00",Unknown
5,"1975-09-14 06:00:00",17.9,-58.3,30,1000,"275 at 10mph","Tropical Depression",Eloise,"1975-09-14 06:00:00",Unknown
6,"1975-09-14 12:00:00",18,-59.4,30,1000,"275 at 11mph","Tropical Depression",Eloise,"1975-09-14 12:00:00",Unknown
7,"1975-09-14 18:00:00",18.1,-60.5,30,1000,"275 at 11mph","Tropical Depression",Eloise,"1975-09-14 18:00:00",Unknown
8,"1975-09-15 00:00:00",18.3,-61.7,30,1000,"280 at 12mph","Tropical Depression",Eloise,"1975-09-15 00:00:00",Unknown
9,"1975-09-15 06:00:00",18.5,-62.8,30,1000,"280 at 11mph","Tropical Depression",Eloise,"1975-09-15 06:00:00",Unknown
10,"1975-09-15 12:00:00",18.8,-63.8,35,1000,"290 at 10mph","Tropical Depression",Eloise,"1975-09-15 12:00:00",Unknown
11,"1975-09-15 18:00:00",18.9,-64.8,35,1000,"275 at 10mph","Tropical Depression",Eloise,"1975-09-15 18:00:00",Unknown
12,"1975-09-16 00:00:00",19,-65.6,40,1000,"280 at 8mph","Tropical Storm",Eloise,"1975-09-16 00:00:00",Unknown
13,"1975-09-16 06:00:00",19.2,-66.7,50,1000,"280 at 11mph","Tropical Storm",Eloise,"1975-09-16 06:00:00",Unknown
14,"1975-09-16 12:00:00",19.4,-67.5,65,1000,"285 at 8mph","Tropical Storm",Eloise,"1975-09-16 12:00:00",Unknown
15,"1975-09-16 18:00:00",19.5,-68.4,75,1000,"275 at 9mph","Tropical Storm",Eloise,"1975-09-16 18:00:00",Unknown
16,"1975-09-17 00:00:00",19.6,-69.2,75,997,"280 at 8mph",Hurricane,Eloise,"1975-09-17 00:00:00",Unknown
17,"1975-09-17 06:00:00",19.7,-70.2,70,1000,"275 at 10mph","Tropical Storm",Eloise,"1975-09-17 06:00:00",Unknown
18,"1975-09-17 12:00:00",19.7,-71.2,65,1000,"270 at 10mph","Tropical Storm",Eloise,"1975-09-17 12:00:00",Unknown
19,"1975-09-17 18:00:00",19.8,-72.2,60,1000,"275 at 10mph","Tropical Storm",Eloise,"1975-09-17 18:00:00",Unknown
20,"1975-09-18 00:00:00",19.9,-73.3,50,1000,"275 at 11mph","Tropical Storm",Eloise,"1975-09-18 00:00:00",Unknown
21,"1975-09-18 06:00:00",19.9,-74.5,50,1000,"270 at 12mph","Tropical Storm",Eloise,"1975-09-18 06:00:00",Unknown
22,"1975-09-18 12:00:00",19.9,-75.7,45,1000,"270 at 12mph","Tropical Storm",Eloise,"1975-09-18 12:00:00",Unknown
23,"1975-09-18 18:00:00",20,-77,45,1000,"275 at 13mph","Tropical Storm",Eloise,"1975-09-18 18:00:00",Unknown
24,"1975-09-19 00:00:00",20,-78.2,40,1000,"270 at 12mph","Tropical Storm",Eloise,"1975-09-19 00:00:00",Unknown
25,"1975-09-19 06:00:00",19.9,-79.1,40,1000,"265 at 9mph","Tropical Storm",Eloise,"1975-09-19 06:00:00",Unknown
26,"1975-09-19 12:00:00",19.9,-79.8,40,1000,"270 at 6mph","Tropical Storm",Eloise,"1975-09-19 12:00:00",Unknown
27,"1975-09-19 18:00:00",19.8,-81,40,1000,"265 at 12mph","Tropical Storm",Eloise,"1975-09-19 18:00:00",Unknown
28,"1975-09-20 00:00:00",19.8,-82.2,40,1000,"270 at 12mph","Tropical Storm",Eloise,"1975-09-20 00:00:00",Unknown
29,"1975-09-20 06:00:00",19.8,-83.4,40,1000,"270 at 12mph","Tropical Storm",Eloise,"1975-09-20 06:00:00",Unknown
30,"1975-09-20 12:00:00",19.9,-84.6,40,1000,"275 at 12mph","Tropical Storm",Eloise,"1975-09-20 12:00:00",Unknown
31,"1975-09-20 18:00:00",20,-85.5,40,1000,"275 at 9mph","Tropical Storm",Eloise,"1975-09-20 18:00:00",Unknown
32,"1975-09-21 00:00:00",20.2,-86.4,45,1000,"285 at 9mph","Tropical Storm",Eloise,"1975-09-21 00:00:00",Unknown
33,"1975-09-21 06:00:00",20.8,-87.1,50,1000,"310 at 9mph","Tropical Storm",Eloise,"1975-09-21 06:00:00",Unknown
34,"1975-09-21 12:00:00",21.4,-87.8,60,1000,"315 at 9mph","Tropical Storm",Eloise,"1975-09-21 12:00:00",Unknown
35,"1975-09-21 18:00:00",22.4,-88.5,65,995,"325 at 12mph","Tropical Storm",Eloise,"1975-09-21 18:00:00",Unknown
36,"1975-09-22 00:00:00",23.6,-88.9,70,995,"345 at 13mph","Tropical Storm",Eloise,"1975-09-22 00:00:00",Unknown
37,"1975-09-22 06:00:00",24.8,-89.4,75,993,"340 at 13mph",Hurricane,Eloise,"1975-09-22 06:00:00",Unknown
38,"1975-09-22 12:00:00",25.8,-89.5,85,986,"355 at 11mph",Hurricane,Eloise,"1975-09-22 12:00:00",Unknown
39,"1975-09-22 18:00:00",26.5,-89.4,100,980,"5 at 8mph",Hurricane,Eloise,"1975-09-22 18:00:00",Unknown
40,"1975-09-23 00:00:00",27.3,-88.5,110,968,"45 at 12mph",Hurricane,Eloise,"1975-09-23 00:00:00",Unknown
41,"1975-09-23 06:00:00",28.4,-87.3,120,958,"45 at 17mph",Hurricane,Eloise,"1975-09-23 06:00:00",Unknown
42,"1975-09-23 12:00:00",30.2,-86.3,125,955,"25 at 23mph",Hurricane,Eloise,"1975-09-23 12:00:00",Unknown
43,"1975-09-23 18:00:00",33,-85.7,65,982,"10 at 32mph","Tropical Storm",Eloise,"1975-09-23 18:00:00",Unknown
44,"1975-09-24 00:00:00",35.5,-84.3,35,999,"25 at 31mph","Tropical Depression",Eloise,"1975-09-24 00:00:00",Unknown
45,"1975-09-24 06:00:00",36.5,-83.5,25,1000,"35 at 12mph","Tropical Depression",Eloise,"1975-09-24 06:00:00",Unknown
46,"1975-09-24 12:00:00",37,-82.5,25,1000,"60 at 10mph","Tropical Depression",Eloise,"1975-09-24 12:00:00",Unknown
47,"1975-09-24 18:00:00",37.5,-81.5,25,1000,"60 at 10mph","Tropical Depression",Eloise,"1975-09-24 18:00:00",Unknown
1,"1976-08-18 00:00:00",26,-84,25,1000,"0 at 0mph","Tropical Depression",Dottie,"1976-08-18 00:00:00",Unknown
2,"1976-08-18 06:00:00",25.3,-83.3,25,0,"140 at 10mph","Tropical Depression",Dottie,"1976-08-18 06:00:00",Unknown
3,"1976-08-18 12:00:00",24.7,-82.7,25,1000,"140 at 9mph","Tropical Depression",Dottie,"1976-08-18 12:00:00",Unknown
4,"1976-08-18 18:00:00",24.5,-82.5,25,0,"140 at 2mph","Tropical Depression",Dottie,"1976-08-18 18:00:00",Unknown
5,"1976-08-19 00:00:00",24.6,-82.2,30,0,"70 at 2mph","Tropical Depression",Dottie,"1976-08-19 00:00:00",Unknown
6,"1976-08-19 06:00:00",24.8,-82,35,1000,"40 at 2mph","Tropical Depression",Dottie,"1976-08-19 06:00:00",Unknown
7,"1976-08-19 12:00:00",25,-81.7,40,0,"55 at 3mph","Tropical Storm",Dottie,"1976-08-19 12:00:00",Unknown
8,"1976-08-19 18:00:00",26.6,-80.1,40,1000,"40 at 24mph","Tropical Storm",Dottie,"1976-08-19 18:00:00",Unknown
9,"1976-08-20 00:00:00",28.2,-80,45,0,"5 at 18mph","Tropical Storm",Dottie,"1976-08-20 00:00:00",Unknown
10,"1976-08-20 06:00:00",29.6,-80,50,996,"0 at 14mph","Tropical Storm",Dottie,"1976-08-20 06:00:00",Unknown
11,"1976-08-20 12:00:00",30.6,-80,45,999,"0 at 11mph","Tropical Storm",Dottie,"1976-08-20 12:00:00",Unknown
12,"1976-08-20 18:00:00",32,-80,40,1000,"0 at 14mph","Tropical Storm",Dottie,"1976-08-20 18:00:00",Unknown
13,"1976-08-21 00:00:00",33,-80,40,1000,"0 at 11mph","Tropical Storm",Dottie,"1976-08-21 00:00:00",Unknown
14,"1976-08-21 06:00:00",33.3,-80,30,1000,"0 at 2mph","Tropical Depression",Dottie,"1976-08-21 06:00:00",Unknown
15,"1976-08-21 12:00:00",33.5,-80,25,1000,"0 at 2mph","Tropical Depression",Dottie,"1976-08-21 12:00:00",Unknown
1,"1977-10-13 18:00:00",26.9,-62.9,35,1000,"0 at 0mph","Tropical Depression",Evely,"1977-10-13 18:00:00",Unknown
2,"1977-10-14 00:00:00",29,-64,35,1000,"335 at 26mph","Tropical Depression",Evely,"1977-10-14 00:00:00",Unknown
3,"1977-10-14 06:00:00",30.9,-64.9,40,1000,"340 at 23mph","Tropical Storm",Evely,"1977-10-14 06:00:00",Unknown
4,"1977-10-14 12:00:00",33,-64.9,45,1000,"0 at 24mph","Tropical Storm",Evely,"1977-10-14 12:00:00",Unknown
5,"1977-10-14 18:00:00",35.9,-64.4,60,999,"10 at 33mph","Tropical Storm",Evely,"1977-10-14 18:00:00",Unknown
6,"1977-10-15 00:00:00",39.2,-63.3,75,994,"15 at 39mph",Hurricane,Evely,"1977-10-15 00:00:00",Unknown
7,"1977-10-15 06:00:00",42.4,-61.5,80,996,"25 at 39mph",Hurricane,Evely,"1977-10-15 06:00:00",Unknown
8,"1977-10-15 12:00:00",45.5,-60.1,80,998,"20 at 36mph",Hurricane,Evely,"1977-10-15 12:00:00",Unknown
9,"1977-10-15 18:00:00",47.4,-59.2,80,999,"20 at 21mph",Hurricane,Evely,"1977-10-15 18:00:00",Unknown
10,"1977-10-16 00:00:00",49.1,-58.3,50,1000,"20 at 20mph","Tropical Storm",Evely,"1977-10-16 00:00:00",Unknown
1,"1978-08-26 12:00:00",23.4,-88.4,30,1000,"0 at 0mph","Tropical Depression",Debra,"1978-08-26 12:00:00",Unknown
2,"1978-08-26 18:00:00",24.2,-89.5,30,0,"310 at 13mph","Tropical Depression",Debra,"1978-08-26 18:00:00",Unknown
3,"1978-08-27 00:00:00",24.4,-90.4,30,0,"285 at 9mph","Tropical Depression",Debra,"1978-08-27 00:00:00",Unknown
4,"1978-08-27 06:00:00",24.5,-91.4,30,1000,"275 at 10mph","Tropical Depression",Debra,"1978-08-27 06:00:00",Unknown
5,"1978-08-27 12:00:00",24.6,-92.3,30,0,"275 at 9mph","Tropical Depression",Debra,"1978-08-27 12:00:00",Unknown
6,"1978-08-27 18:00:00",25.1,-93.1,30,0,"305 at 9mph","Tropical Depression",Debra,"1978-08-27 18:00:00",Unknown
7,"1978-08-28 00:00:00",25.8,-93.8,30,1000,"320 at 10mph","Tropical Depression",Debra,"1978-08-28 00:00:00",Unknown
8,"1978-08-28 06:00:00",26.8,-94.3,30,0,"335 at 11mph","Tropical Depression",Debra,"1978-08-28 06:00:00",Unknown
9,"1978-08-28 12:00:00",27.8,-94.3,35,0,"0 at 11mph","Tropical Depression",Debra,"1978-08-28 12:00:00",Unknown
10,"1978-08-28 18:00:00",28.7,-94.1,45,1000,"10 at 10mph","Tropical Storm",Debra,"1978-08-28 18:00:00",Unknown
11,"1978-08-29 00:00:00",29.6,-93.6,60,1000,"25 at 11mph","Tropical Storm",Debra,"1978-08-29 00:00:00",Unknown
12,"1978-08-29 06:00:00",30.7,-93.3,35,0,"15 at 12mph","Tropical Depression",Debra,"1978-08-29 06:00:00",Unknown
13,"1978-08-29 12:00:00",32,-93,35,1000,"10 at 14mph","Tropical Depression",Debra,"1978-08-29 12:00:00",Unknown
14,"1978-08-29 18:00:00",34.2,-92.7,15,1000,"5 at 25mph","Tropical Depression",Debra,"1978-08-29 18:00:00",Unknown
1,"1979-08-30 00:00:00",25.5,-89.1,30,1000,"0 at 0mph","Tropical Depression",Elena,"1979-08-30 00:00:00",Unknown
2,"1979-08-30 06:00:00",26,-89.9,30,1000,"305 at 9mph","Tropical Depression",Elena,"1979-08-30 06:00:00",Unknown
3,"1979-08-30 12:00:00",26.4,-90.7,35,1000,"300 at 9mph","Tropical Depression",Elena,"1979-08-30 12:00:00",Unknown
4,"1979-08-30 18:00:00",26.8,-91.8,40,1000,"290 at 11mph","Tropical Storm",Elena,"1979-08-30 18:00:00",Unknown
5,"1979-08-31 00:00:00",26.5,-93,40,1000,"255 at 12mph","Tropical Storm",Elena,"1979-08-31 00:00:00",Unknown
6,"1979-08-31 06:00:00",26.8,-93.8,40,1000,"295 at 8mph","Tropical Storm",Elena,"1979-08-31 06:00:00",Unknown
7,"1979-08-31 12:00:00",27,-94.2,40,1000,"300 at 4mph","Tropical Storm",Elena,"1979-08-31 12:00:00",Unknown
8,"1979-08-31 18:00:00",27.3,-94.7,40,1000,"305 at 5mph","Tropical Storm",Elena,"1979-08-31 18:00:00",Unknown
9,"1979-09-01 00:00:00",27.6,-95.1,40,1000,"310 at 4mph","Tropical Storm",Elena,"1979-09-01 00:00:00",Unknown
10,"1979-09-01 06:00:00",27.9,-95.5,40,1000,"310 at 4mph","Tropical Storm",Elena,"1979-09-01 06:00:00",Unknown
11,"1979-09-01 12:00:00",28.5,-95.8,40,1000,"335 at 6mph","Tropical Storm",Elena,"1979-09-01 12:00:00",Unknown
12,"1979-09-01 18:00:00",29,-95.8,35,1000,"0 at 5mph","Tropical Depression",Elena,"1979-09-01 18:00:00",Unknown
13,"1979-09-02 00:00:00",29.6,-95.8,30,1000,"0 at 6mph","Tropical Depression",Elena,"1979-09-02 00:00:00",Unknown
1,"1980-09-04 12:00:00",17.7,-24,30,1000,"0 at 0mph","Tropical Depression",Earl,"1980-09-04 12:00:00",Unknown
2,"1980-09-04 18:00:00",17.4,-25.3,35,1000,"255 at 13mph","Tropical Depression",Earl,"1980-09-04 18:00:00",Unknown
3,"1980-09-05 00:00:00",17.8,-26.7,40,1000,"285 at 14mph","Tropical Storm",Earl,"1980-09-05 00:00:00",Unknown
4,"1980-09-05 06:00:00",18.2,-28,45,1000,"290 at 13mph","Tropical Storm",Earl,"1980-09-05 06:00:00",Unknown
5,"1980-09-05 12:00:00",18.8,-29.5,45,999,"295 at 17mph","Tropical Storm",Earl,"1980-09-05 12:00:00",Unknown
6,"1980-09-05 18:00:00",19.2,-31,45,999,"285 at 16mph","Tropical Storm",Earl,"1980-09-05 18:00:00",Unknown
7,"1980-09-06 00:00:00",19.7,-32,45,999,"300 at 11mph","Tropical Storm",Earl,"1980-09-06 00:00:00",Unknown
8,"1980-09-06 06:00:00",20.3,-33.8,45,999,"290 at 19mph","Tropical Storm",Earl,"1980-09-06 06:00:00",Unknown
9,"1980-09-06 12:00:00",21,-35.5,50,998,"295 at 19mph","Tropical Storm",Earl,"1980-09-06 12:00:00",Unknown
10,"1980-09-06 18:00:00",21.5,-36.5,50,997,"300 at 11mph","Tropical Storm",Earl,"1980-09-06 18:00:00",Unknown
11,"1980-09-07 00:00:00",22.2,-37.8,50,996,"300 at 14mph","Tropical Storm",Earl,"1980-09-07 00:00:00",Unknown
12,"1980-09-07 06:00:00",23.2,-38.8,50,996,"315 at 14mph","Tropical Storm",Earl,"1980-09-07 06:00:00",Unknown
13,"1980-09-07 12:00:00",25,-39.7,50,995,"335 at 21mph","Tropical Storm",Earl,"1980-09-07 12:00:00",Unknown
14,"1980-09-07 18:00:00",27,-40.3,60,993,"345 at 23mph","Tropical Storm",Earl,"1980-09-07 18:00:00",Unknown
15,"1980-09-08 00:00:00",29,-41.2,70,992,"340 at 24mph","Tropical Storm",Earl,"1980-09-08 00:00:00",Unknown
16,"1980-09-08 06:00:00",30.4,-42.5,75,988,"320 at 19mph",Hurricane,Earl,"1980-09-08 06:00:00",Unknown
17,"1980-09-08 12:00:00",32,-43.5,75,985,"330 at 20mph",Hurricane,Earl,"1980-09-08 12:00:00",Unknown
18,"1980-09-08 18:00:00",33.3,-44.1,75,986,"340 at 14mph",Hurricane,Earl,"1980-09-08 18:00:00",Unknown
19,"1980-09-09 00:00:00",34.7,-44.3,75,988,"355 at 16mph",Hurricane,Earl,"1980-09-09 00:00:00",Unknown
20,"1980-09-09 06:00:00",36.3,-43.8,75,990,"15 at 18mph",Hurricane,Earl,"1980-09-09 06:00:00",Unknown
21,"1980-09-09 12:00:00",38,-43.1,75,991,"20 at 19mph",Hurricane,Earl,"1980-09-09 12:00:00",Unknown
22,"1980-09-09 18:00:00",40.5,-41.5,75,992,"25 at 31mph",Hurricane,Earl,"1980-09-09 18:00:00",Unknown
23,"1980-09-10 00:00:00",43,-39,75,994,"35 at 35mph",Hurricane,Earl,"1980-09-10 00:00:00",Unknown
24,"1980-09-10 06:00:00",45.2,-36,75,995,"45 at 34mph",Hurricane,Earl,"1980-09-10 06:00:00",Unknown
25,"1980-09-10 12:00:00",47.5,-32.5,65,0,"45 at 37mph","Tropical Storm",Earl,"1980-09-10 12:00:00",Unknown
26,"1980-09-10 18:00:00",49.5,-28.5,65,0,"55 at 37mph","Extratropical Storm",Earl,"1980-09-10 18:00:00",Unknown
